Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
04-05-2022,Ricky Owens,Mary Freeman,Honda,Civic,2017,17132,0.1139111359788837,1951.53
23-09-2022,Garrett Johnston,Stacey Brown,Nissan,Altima,2017,14763,0.096453887,1423.95
19-11-2022,Tonya Christensen,Timothy Martinez,Toyota,Corolla,2013,28043,0.1209612177585946,3392.12
20-06-2022,Dana Cox,Kelly Freeman,Ford,F-150,2020,26919,0.1413283653919705,3804.42
08-09-2022,Vickie Sharp,Linda Williams,Chevrolet,Silverado,2021,49882,0.050773706,2532.69
01-03-2023,Lisa Howard,Michelle Navarro,Nissan,Altima,2020,43193,0.095846986,4139.92
11-10-2022,Carol Gomez,David Cook,Chevrolet,Silverado,2012,10387,0.085571431,888.83
09-08-2022,Justin Smith,Douglas Pierce,Honda,Civic,2014,40077,0.065531812,2626.32
15-07-2022,Johnny Goodwin,Gary Nguyen,Chevrolet,Silverado,2014,24775,0.089034648,2205.83
22-05-2022,Bridget Mclaughlin,Michael Guerrero,Toyota,Corolla,2010,41829,0.07783325,3255.69
06-10-2022,Matthew Barrett,Christopher Parker,Ford,F-150,2022,37782,0.055492551,2096.62
10-04-2023,William Bowers,Theresa Morales,Nissan,Altima,2011,27777,0.050800004,1411.07
17-12-2022,Becky Anderson MD,Kenneth Gutierrez,Honda,Civic,2020,16564,0.095425805,1580.63
02-11-2022,Mr. Joseph Hoffman,Gabriel Harrell DDS,Honda,Civic,2015,10212,0.092431551,943.91
12-03-2023,Jennifer Michael,Mitchell Brown,Nissan,Altima,2010,39977,0.0618508992971006,2472.61
21-03-2023,Joel Lee,Jessica Ramirez,Nissan,Altima,2017,41950,0.089837924,3768.7
31-07-2022,Mr. Brandon Stevens DDS,Tina Peterson,Nissan,Altima,2013,42591,0.1489641804631665,6344.53
22-01-2023,Bobby Miller,Sheila Phillips,Chevrolet,Silverado,2014,30648,0.1160087877591924,3555.44
19-12-2022,Kyle Alvarez,Steven Barker,Chevrolet,Silverado,2020,25031,0.1042654343069581,2609.87
16-10-2022,Arthur Warren,Barbara Wolf,Ford,F-150,2020,12396,0.0542921197330706,673.01
26-01-2023,Hunter Mann,Dr. Charles Barajas,Toyota,Corolla,2010,15105,0.074302431,1122.34
06-01-2023,Virginia Poole,Rachel Kent,Honda,Civic,2012,34475,0.1008260564338251,3475.98
09-12-2022,Elizabeth Koch,Bill Evans,Ford,F-150,2014,45417,0.083946739,3812.61
25-06-2022,Brandi Turner,Sharon Brooks,Ford,F-150,2020,23168,0.138035425007947,3198.0
23-10-2022,Tammy Chavez,Maureen Larson,Ford,F-150,2020,22251,0.094374693,2099.93
20-08-2022,Connie Dillon,Timothy Taylor,Ford,F-150,2013,33984,0.1214093965554468,4125.98
28-11-2022,Eric Mckinney,Amy Curry,Toyota,Corolla,2020,18304,0.139520177013897,2553.78
23-04-2023,Connie Nelson,Mr. Mark Baker DVM,Nissan,Altima,2010,12830,0.075362505,966.9
12-01-2023,James Carter,Steven Smith,Honda,Civic,2019,32583,0.066199306,2156.97
08-01-2023,Emily Brown,Nicole Brown,Honda,Civic,2013,38520,0.1389102221988667,5350.82
21-07-2022,Charles Marquez,John Evans,Nissan,Altima,2013,41864,0.1004002419401581,4203.16
11-12-2022,Sara Steele,Francisco Oliver,Honda,Civic,2019,39878,0.056524462,2254.08
14-03-2023,Gina Weiss,Kathleen Vance,Nissan,Altima,2014,30673,0.1400126400239958,4294.61
08-10-2022,Courtney Brown,Ashley Foster,Honda,Civic,2017,36961,0.088259119,3262.15
23-12-2022,Caitlin Butler,Erin Johnson,Chevrolet,Silverado,2019,42760,0.1306086164782096,5584.82
04-06-2022,James Brown,Nicole Walker,Honda,Civic,2018,41448,0.117641127129672,4875.99
08-04-2023,Ernest Reed,Jessica Tapia,Toyota,Corolla,2013,20675,0.1003139060473591,2073.99
19-03-2023,Kelly Cole,Jonathon Sharp,Honda,Civic,2019,23968,0.079851421,1913.88
13-10-2022,Joseph Hall,Alyssa Smith,Ford,F-150,2017,22845,0.066668053,1523.03
18-01-2023,Edward Briggs,James Burns,Honda,Civic,2010,15658,0.140297037,2196.77
23-10-2022,Ivan Ross,Erin Rivera,Honda,Civic,2019,11855,0.1004840250149676,1191.24
01-04-2023,Lance Gutierrez,Christie Edwards,Honda,Civic,2014,43310,0.1462401824186583,6333.66
27-04-2023,Joshua Cruz,David Cortez,Nissan,Altima,2017,29640,0.064583963,1914.27
27-06-2022,Devon Melton,Cassandra Clements,Honda,Civic,2012,32946,0.1072260891403244,3532.67
25-09-2022,Michael Gross,Robert Olsen,Honda,Civic,2017,19531,0.070043559,1368.02
17-01-2023,Shelley Brooks,John Chavez,Honda,Civic,2017,28624,0.050152,1435.55
23-03-2023,Jack Brown,Holly Ferrell,Ford,F-150,2016,47138,0.083127086,3918.44
23-06-2022,Sandra Miller,Sarah Burns,Nissan,Altima,2020,30267,0.100973106822002,3056.15
27-06-2022,Jerry Hancock,Benjamin Evans,Chevrolet,Silverado,2011,27357,0.1082376668574025,2961.06
27-05-2022,William Carson,Annette Castro,Ford,F-150,2019,42654,0.1188811707540544,5070.76
17-05-2022,Kim Lara,Shawn Nelson,Toyota,Corolla,2015,36304,0.072971318,2649.15
27-01-2023,Vanessa Taylor,Mrs. Nicole Kramer MD,Honda,Civic,2018,26150,0.1171029203683793,3062.24
14-06-2022,Summer Griffin,Joseph Flores,Honda,Civic,2020,14534,0.070774432,1028.64
27-12-2022,Jerry Coleman,Grant Stewart Jr.,Nissan,Altima,2013,23534,0.1015337783059547,2389.5
24-06-2022,Eric Harrison,Nathan Mendoza,Chevrolet,Silverado,2014,34325,0.086583435,2971.98
12-07-2022,Kevin Vargas,Cassandra Stewart,Ford,F-150,2021,37414,0.1467886954526769,5491.95
11-11-2022,Patricia Williams,Joshua Zamora,Ford,F-150,2013,23207,0.1462421365157727,3393.84
25-09-2022,John Brown,Elizabeth Larson,Chevrolet,Silverado,2020,18000,0.1361869798910465,2451.37
14-09-2022,Melissa Anderson,Lauren Hoffman,Honda,Civic,2019,45288,0.089180557,4038.81
06-04-2023,Ronald Johnson,Christian Evans,Toyota,Corolla,2011,30115,0.096834305,2916.17
13-10-2022,Emily Galvan,Derek Cuevas,Chevrolet,Silverado,2017,46487,0.087933975,4087.79
24-08-2022,James Hernandez,James Ingram,Ford,F-150,2015,44331,0.074378301,3297.26
16-01-2023,Henry Gutierrez,Hector Mercer,Toyota,Corolla,2017,11206,0.096912129,1086.0
31-05-2022,Seth Sloan,Matthew Barrera,Nissan,Altima,2016,40189,0.051521031,2070.58
24-09-2022,Jeffrey Morgan,Jose Williamson,Nissan,Altima,2015,45789,0.091442858,4187.08
20-04-2023,Brandon Scott,Courtney Powers,Nissan,Altima,2022,25939,0.1448071644990646,3756.15
26-11-2022,Jennifer Thomas,Matthew Turner,Ford,F-150,2021,22667,0.136645164648143,3097.34
22-04-2023,Marcus Murray,Jack Estrada,Toyota,Corolla,2021,31060,0.058546247,1818.45
14-12-2022,Rebecca Turner,Kristy Rogers,Ford,F-150,2013,15650,0.092271679,1444.05
17-08-2022,Nicholas Goodman,Anna Bryant,Honda,Civic,2021,28376,0.062516778,1773.98
05-07-2022,Matthew Brown,Tammy Parker,Chevrolet,Silverado,2010,18882,0.1264594312582724,2387.81
08-11-2022,Tina Ramos,Tonya Powell,Honda,Civic,2012,41338,0.1136073590762508,4696.3
15-01-2023,Robert Hoffman,Larry Gonzalez,Honda,Civic,2014,26957,0.1038164253495539,2798.58
24-12-2022,Elizabeth Jacobson,Jeremy Blanchard,Toyota,Corolla,2014,28352,0.069769965,1978.12
27-05-2022,Meghan Meyer,Melissa Hunter,Chevrolet,Silverado,2021,45979,0.071400774,3282.94
03-05-2022,April Osborne,Dylan Edwards,Nissan,Altima,2022,20836,0.136482845090568,2843.76
05-08-2022,Doris Davis,Gina Norris,Toyota,Corolla,2017,40180,0.074072954,2976.25
22-02-2023,Holly Chavez,Sean Williams,Toyota,Corolla,2014,16417,0.1264743193987341,2076.33
27-04-2023,Richard Gomez,Ashley Holloway,Honda,Civic,2017,26931,0.089215847,2402.67
06-05-2022,Travis Crosby,Carl Barron,Honda,Civic,2018,25207,0.1194521764588166,3011.03
29-08-2022,Tony Higgins,Derek Warren,Nissan,Altima,2014,12335,0.1296793212201056,1599.59
11-09-2022,Martha Robinson,Jon Torres,Honda,Civic,2014,15686,0.078140011,1225.7
08-01-2023,Donald Frost,Jeffrey Mcclure,Ford,F-150,2020,43494,0.067873218,2952.08
24-05-2022,Ryan Rodriguez,Casey Harris,Toyota,Corolla,2019,10929,0.1150915293932352,1257.84
05-12-2022,Rhonda Harris,Tina Foster,Ford,F-150,2012,22381,0.1286728653201714,2879.83
11-09-2022,Jonathan Stevens,Janice Wallace,Toyota,Corolla,2017,15158,0.0559769573531909,848.5
27-02-2023,Karen Barber,Garrett Wheeler,Chevrolet,Silverado,2013,44436,0.073488149,3265.52
20-09-2022,Sandra Ortega,Rhonda Henry,Nissan,Altima,2018,10784,0.082822551,893.16
07-03-2023,Thomas Ochoa,Kevin Fisher,Chevrolet,Silverado,2015,34177,0.1446916049707229,4945.12
07-04-2023,Deborah Diaz,Melissa Kane,Nissan,Altima,2013,32631,0.07440468,2427.9
25-04-2023,Christopher Gonzalez,Matthew Madden,Chevrolet,Silverado,2022,47905,0.1352247103322128,6477.94
10-11-2022,Michelle Francis,William Rice,Nissan,Altima,2015,13180,0.1264177328299638,1666.19
19-10-2022,Kimberly Oconnor,Paul Moore,Honda,Civic,2017,41268,0.058670772,2421.23
05-03-2023,Kelly Park,Trevor Spencer,Chevrolet,Silverado,2010,39447,0.073777885,2910.32
15-11-2022,Joyce Payne,Jessica Green,Ford,F-150,2010,21044,0.1274454006860431,2681.96
18-04-2023,Steven Holloway,Isaac Spence,Honda,Civic,2015,30157,0.1231769117887471,3714.65
10-05-2022,Jennifer Bentley,Jeffrey Dillon,Honda,Civic,2020,15756,0.0585595617160549,922.66
17-10-2022,Gary Prince,Jeffrey Morales,Honda,Civic,2018,49685,0.1292230180461654,6420.45
27-11-2022,Diana Walker,John Wilson,Chevrolet,Silverado,2010,41104,0.1019826565767265,4191.9
01-07-2022,Gregory Mckenzie,Sharon Ruiz,Toyota,Corolla,2010,38655,0.1461870923046833,5650.86
24-03-2023,Anne Hernandez,Beverly Jarvis,Toyota,Corolla,2012,25978,0.1326906232616666,3447.04
25-08-2022,Hannah Campbell,Ronald Lynn,Toyota,Corolla,2014,43793,0.096511541,4226.53
04-08-2022,Erin Gutierrez,Daniel Stevens,Toyota,Corolla,2014,35108,0.1222844123401361,4293.16
06-12-2022,Ashley Nelson,Harold Rocha,Chevrolet,Silverado,2015,49167,0.06019739,2959.73
13-03-2023,Troy Aguirre,Michael Bishop,Toyota,Corolla,2011,25232,0.083223143,2099.89
24-05-2022,John Olson,Tyler Ellis,Ford,F-150,2014,17088,0.074058997,1265.52
18-05-2022,Shelly Holmes,Mark Barnett,Honda,Civic,2018,10365,0.056490122,585.52
17-12-2022,Jennifer Smith,Sara Schroeder,Honda,Civic,2017,12036,0.1316343061225696,1584.35
14-11-2022,Jeffrey Daniels,Chad Mendoza,Chevrolet,Silverado,2020,20547,0.0508827627389732,1045.49
27-02-2023,Mark Stephens,Jenny Gilbert,Nissan,Altima,2022,22093,0.126487086846999,2794.48
29-11-2022,Victor Rodriguez,Brandy Sutton,Nissan,Altima,2010,44386,0.085322622,3787.13
28-11-2022,Allen Padilla,Jennifer Bennett,Toyota,Corolla,2020,47403,0.079711711,3778.57
03-01-2023,Willie Hubbard,Riley Freeman,Honda,Civic,2016,12889,0.1016462334681693,1310.12
13-10-2022,Alexis Clark,Katie Green,Toyota,Corolla,2022,37245,0.1136465232512835,4232.76
06-06-2022,Kenneth Stone,Shari Richards,Nissan,Altima,2012,10204,0.090821388,926.74
18-05-2022,Kelly Hanson,Michael Carr,Chevrolet,Silverado,2015,18257,0.1054345420477928,1924.92
29-08-2022,Michelle Roth,Bradley Lewis,Toyota,Corolla,2014,32838,0.085922349,2821.52
01-03-2023,Debra Mendez,Laura Williams,Honda,Civic,2011,15112,0.112650153943732,1702.37
04-04-2023,Jamie Snow,Karina Clark,Chevrolet,Silverado,2013,45955,0.071044358,3264.84
26-05-2022,Nicole Johnson,John Barker,Ford,F-150,2016,32019,0.076431058,2447.25
01-09-2022,Mr. Vincent Olson DVM,Emily Klein,Chevrolet,Silverado,2010,43855,0.073030309,3202.74
15-12-2022,Katie Johnson,Brooke Parker,Chevrolet,Silverado,2015,40703,0.117462864995727,4781.09
05-10-2022,Lori Chase,Troy Wallace,Ford,F-150,2014,13128,0.1031664483197721,1354.37
13-12-2022,Cassandra Smith,Patricia Gonzalez,Nissan,Altima,2018,44681,0.1407166036638806,6287.36
05-02-2023,Tina Patterson,Kelly Mcmillan,Toyota,Corolla,2011,11126,0.073537124,818.17
10-04-2023,Amanda Smith,Lawrence Cannon,Honda,Civic,2012,16610,0.093855847,1558.95
24-03-2023,Andrea Howell,Shannon Carter,Toyota,Corolla,2016,40410,0.132061369322602,5336.6
16-07-2022,Rebecca Munoz,Jennifer Barton,Chevrolet,Silverado,2020,27774,0.1041149319122352,2891.69
18-11-2022,Sheila Thompson,Peter Conner,Toyota,Corolla,2020,47694,0.072801488,3472.19
22-08-2022,Patrick Harmon,Kevin Dawson,Nissan,Altima,2019,39263,0.1310023555922865,5143.55
06-11-2022,Earl Farrell,Antonio Allen,Ford,F-150,2021,43075,0.1118145280190221,4816.41
10-09-2022,Adam Cook,Justin Graves,Nissan,Altima,2013,25142,0.09285933,2334.67
02-06-2022,Daniel Atkins,Emily Wilson,Honda,Civic,2012,33182,0.093444893,3100.69
08-04-2023,Anthony Peters,Michael Wells,Toyota,Corolla,2022,16819,0.1309461116061877,2202.38
10-10-2022,Christine Jones,Christopher Castillo,Nissan,Altima,2020,27194,0.08066088,2193.49
31-12-2022,Brittany Armstrong,Kevin Meyer,Ford,F-150,2014,24168,0.1284385508630865,3104.1
30-11-2022,Jessica Mckenzie,Tanya Walker,Ford,F-150,2018,21726,0.1296151737578439,2816.02
14-10-2022,Matthew Ruiz,Gregory Bowman,Honda,Civic,2013,23351,0.094179511,2199.19
11-10-2022,Julia Williams,Curtis Martin,Toyota,Corolla,2013,49270,0.051257462576424,2525.46
15-08-2022,Curtis Booker,Jeffery Nguyen,Ford,F-150,2014,26117,0.1002553646115224,2618.37
19-05-2022,Devon Vasquez,Debbie Wheeler,Honda,Civic,2017,26958,0.080491126,2169.88
01-10-2022,Katrina Clark,Ashley Lopez,Nissan,Altima,2021,48210,0.1095116688582994,5279.56
26-07-2022,Melissa Powers,Zoe Mata,Honda,Civic,2013,16331,0.1235223891588569,2017.24
08-03-2023,Andrew Mahoney,Monique Carter,Ford,F-150,2017,12826,0.1031241922305788,1322.67
31-05-2022,Lisa Poole,Kristina Wells,Chevrolet,Silverado,2010,16885,0.1281276703810245,2163.44
25-10-2022,Courtney Pope,Ashley Hunter,Honda,Civic,2011,16072,0.1141482316775065,1834.59
26-04-2023,Jonathon Allison,Courtney Barnes,Nissan,Altima,2015,46834,0.077854528,3646.24
16-02-2023,Theresa Simmons,Shannon Lopez,Toyota,Corolla,2014,39024,0.1144084005277638,4464.67
04-08-2022,Robert Gregory,Mark Long,Honda,Civic,2012,14924,0.0519544579226712,775.37
09-04-2023,Amanda Moore,Samuel Barry,Chevrolet,Silverado,2021,12582,0.0504460007859925,634.71
03-08-2022,Michael Peterson,William Rocha,Chevrolet,Silverado,2013,23596,0.1394197681670644,3289.75
12-05-2022,Joshua Thornton,Kenneth Costa,Nissan,Altima,2020,30848,0.094984782,2930.09
16-12-2022,Shelly Mason,Austin Garcia,Honda,Civic,2019,32209,0.1313441280196413,4230.46
23-02-2023,Daniel Crane,Matthew Yang,Nissan,Altima,2011,15434,0.079430735,1225.93
02-10-2022,Emily Sullivan DDS,Christine Flores,Honda,Civic,2020,48497,0.1036049958875896,5024.53
11-07-2022,Marvin Jones,Matthew Norton,Chevrolet,Silverado,2011,22993,0.1493353686770802,3433.67
06-02-2023,Christopher Newman,Christine Crawford,Honda,Civic,2012,15313,0.084783441,1298.29
09-03-2023,Scott Dawson,Nicole Chase,Ford,F-150,2011,42435,0.091375264,3877.51
02-06-2022,Jonathan Williams,Michelle Brooks,Chevrolet,Silverado,2016,28864,0.086476662,2496.06
18-08-2022,Robert Beck,John Savage,Honda,Civic,2011,17348,0.1174689083619204,2037.85
21-02-2023,Eric Warren,Victor Allen,Toyota,Corolla,2018,39871,0.089532381,3569.75
11-04-2023,Amy Chandler,Christopher Willis,Nissan,Altima,2012,35200,0.086212664,3034.69
03-01-2023,Kimberly Tanner,Katrina Davis PhD,Ford,F-150,2016,26432,0.050031669,1322.44
29-01-2023,Diana Miller,Justin Johnson,Ford,F-150,2016,25687,0.074362604,1910.15
18-01-2023,Adam Yu,Alison Smith,Nissan,Altima,2018,25856,0.10956628685687,2832.95
11-08-2022,Alexander Park,Emma Reeves,Honda,Civic,2015,18620,0.078236674,1456.77
04-09-2022,Bryce Norman,Jonathan Williams,Nissan,Altima,2020,19623,0.06226719,1221.87
01-10-2022,Christian Francis,Shelby Norton,Chevrolet,Silverado,2021,22261,0.1119831103408746,2492.86
17-07-2022,Angela Cardenas,Joshua Lewis,Chevrolet,Silverado,2016,20081,0.1256733710717852,2523.65
18-06-2022,Hannah Dixon,Joseph Nelson,Toyota,Corolla,2021,39624,0.095292436,3775.87
04-11-2022,Anthony Grimes,Richard Small,Chevrolet,Silverado,2017,29529,0.106908863424214,3156.91
02-09-2022,Joshua Romero,Heidi Green,Toyota,Corolla,2018,16663,0.080789064,1346.19
20-07-2022,Abigail Mitchell,Rebecca Ryan,Toyota,Corolla,2011,49604,0.1477928982957249,7331.12
04-05-2022,Michael Hutchinson,David Parker,Honda,Civic,2013,39811,0.078673103,3132.05
07-08-2022,Randy Grant,Andrea Roth,Chevrolet,Silverado,2014,35072,0.052636402,1846.06
10-11-2022,Noah Miller,Amanda Jennings,Honda,Civic,2020,36817,0.090603627,3335.75
03-11-2022,Holly Rogers,Emily Ball,Nissan,Altima,2018,26437,0.088039425,2327.5
20-04-2023,William Moon,Matthew Strong,Ford,F-150,2021,38055,0.1106235423937671,4209.78
28-12-2022,Jonathan Williams,Neil Steele,Toyota,Corolla,2012,40793,0.094877781,3870.35
14-04-2023,James Thompson,Trevor Bates,Honda,Civic,2012,45645,0.08020006,3660.73
16-04-2023,Jonathan Reese,Angela Miranda,Chevrolet,Silverado,2010,21938,0.1436357292904281,3151.08
02-11-2022,Joshua Galloway,Donald Harvey,Toyota,Corolla,2014,23004,0.0510890010253362,1175.25
22-10-2022,Mrs. Martha Green,Warren Delgado,Nissan,Altima,2018,13373,0.072815177,973.76
14-06-2022,Matthew Gentry,Danielle Holmes,Nissan,Altima,2010,19798,0.070104335,1387.93
20-12-2022,Amber Coleman,Matthew Hicks,Chevrolet,Silverado,2021,22269,0.077732043,1731.01
21-05-2022,James Reynolds,Sara Ware,Toyota,Corolla,2012,45240,0.1070845999851745,4844.51
09-06-2022,Kyle Le,Tammy Perez,Ford,F-150,2015,40976,0.058892047,2413.16
10-06-2022,Daniel Hawkins,Stacy Leblanc,Ford,F-150,2020,10936,0.1417485656558836,1550.16
15-01-2023,Joseph Proctor,Robert Rodriguez,Honda,Civic,2013,12509,0.133878024751192,1674.68
08-10-2022,Daniel Harris,Jon Richardson,Honda,Civic,2010,32945,0.069495654,2289.53
26-03-2023,Kathryn Rodriguez,Edward Russell,Toyota,Corolla,2022,19150,0.090479689,1732.69
18-08-2022,Marilyn Scott,Evelyn May,Ford,F-150,2021,11597,0.058320446,676.34
04-01-2023,Daniel Campbell,Justin Shelton,Nissan,Altima,2012,19585,0.066327984,1299.03
17-06-2022,Alexis Parks,John Young,Ford,F-150,2018,32546,0.06430217,2092.78
06-03-2023,Jessica Vasquez,Aaron Parker,Toyota,Corolla,2011,15009,0.1354834392537153,2033.47
27-04-2023,David Acosta,Jenna Anderson,Chevrolet,Silverado,2013,42712,0.073716099,3148.56
05-04-2023,Emily Wang,Mary Harris,Ford,F-150,2018,32128,0.054115196,1738.61
16-08-2022,Jeremiah Davis,Eric Fry III,Toyota,Corolla,2011,37555,0.1031966853646849,3875.55
24-08-2022,James Mitchell,Jonathan Myers,Honda,Civic,2010,35840,0.074032493,2653.32
14-01-2023,Edward Murphy,Robert Obrien,Ford,F-150,2010,48607,0.079180254,3848.71
26-03-2023,Christopher Mathews,Brandy Colon,Chevrolet,Silverado,2022,18028,0.078707391,1418.94
09-07-2022,Cynthia Dean,Nancy Lee,Chevrolet,Silverado,2015,10898,0.1096711293192397,1195.2
26-07-2022,Robert Jenkins,Rebecca Rodriguez,Nissan,Altima,2019,28997,0.1056189760116245,3062.63
07-10-2022,Nicholas Brown,Barry Clark,Honda,Civic,2011,49483,0.1169307463307581,5786.08
11-04-2023,Cassandra Orr,Stacey Hall,Honda,Civic,2022,16093,0.082425765,1326.48
26-12-2022,Mrs. Jill Walter,Charles Martinez,Chevrolet,Silverado,2022,39783,0.086328178,3434.39
23-04-2023,Ashley Bell,Megan Floyd,Honda,Civic,2021,45591,0.1199294613060418,5467.7
28-04-2023,Aaron Vaughn,Shane Frey,Toyota,Corolla,2016,14634,0.1491818965983751,2183.13
19-04-2023,Whitney Long,Jonathan Lee,Nissan,Altima,2012,24602,0.1049842185548868,2582.82
27-03-2023,Andrew Reed,April Chapman,Nissan,Altima,2018,49994,0.082023999,4100.71
26-01-2023,Sarah Martin,Nancy Park,Ford,F-150,2018,41535,0.094001454,3904.35
07-10-2022,Kenneth Grant MD,Sara Palmer,Honda,Civic,2011,17125,0.1401009956985399,2399.23
28-12-2022,Gloria Jones,Joseph Wilson,Chevrolet,Silverado,2021,33288,0.096980619,3228.29
27-03-2023,Alexander Evans,Victoria Smith MD,Chevrolet,Silverado,2016,24151,0.059459208,1436.0
29-04-2023,Christina Carlson,Heather Bryant,Nissan,Altima,2022,22223,0.089140516,1980.97
03-10-2022,Kathryn Stark,Tyler Shelton,Chevrolet,Silverado,2020,47156,0.1393735529195141,6572.3
15-09-2022,John Summers,Kimberly Stewart,Honda,Civic,2022,32110,0.1257542108895536,4037.97
05-03-2023,Katherine Christian,Daniel Kaufman,Toyota,Corolla,2013,39663,0.083889918,3327.33
22-11-2022,Nicole Short,Sharon Norris,Ford,F-150,2014,17127,0.054342108,930.72
18-09-2022,Sara Hill,David Nash,Toyota,Corolla,2020,14198,0.0581744911067509,825.96
22-05-2022,Christopher Saunders,Darrell King,Ford,F-150,2013,15209,0.087624736,1332.68
27-03-2023,Susan Pineda,Kelsey Brown,Toyota,Corolla,2020,14605,0.136512412036119,1993.76
02-04-2023,Theresa Briggs,Jennifer Rollins,Chevrolet,Silverado,2014,11767,0.1233874619284821,1451.9
10-06-2022,Lindsay Snow,Jenny Blair,Ford,F-150,2019,48980,0.079559426,3896.82
09-12-2022,Omar Patterson,Jose Hall,Ford,F-150,2018,11863,0.064218582,761.83
28-08-2022,Angel Cross,Jeffery Rollins,Nissan,Altima,2011,23866,0.050897187,1214.71
10-05-2022,Lori Middleton,Eric Johnson,Chevrolet,Silverado,2010,41503,0.081233202,3371.42
26-09-2022,Mr. Dalton Webster,Richard Allen,Toyota,Corolla,2012,27954,0.1201430585682208,3358.48
04-06-2022,Jessica Williams,Joel Martin,Nissan,Altima,2012,49794,0.1111637730332773,5535.29
12-07-2022,Mark Gould,Zachary Joseph,Ford,F-150,2012,47113,0.099493986,4687.46
14-02-2023,Susan Bailey,Matthew Walker,Honda,Civic,2018,12343,0.1382658507333374,1706.62
18-04-2023,Mrs. Julie Lara,Chelsea Davis,Toyota,Corolla,2018,14615,0.1212751696621823,1772.44
02-10-2022,Denise Elliott,Jessica Dunn,Toyota,Corolla,2018,25134,0.05623026,1413.29
21-05-2022,Jennifer Williams,Joyce Henderson,Nissan,Altima,2018,33444,0.1143840204455065,3825.46
09-09-2022,Steven Freeman,Brian Benitez,Honda,Civic,2016,32745,0.1271398754048854,4163.2
31-10-2022,Carrie Martin,Joe Martin,Toyota,Corolla,2011,14102,0.084067919,1185.53
17-03-2023,Shelby Kemp,Megan Bell,Toyota,Corolla,2011,48984,0.071891929,3521.55
28-03-2023,Daniel Ruiz,Morgan Mayer,Honda,Civic,2014,37518,0.065624923,2462.12
16-12-2022,Jeanette Richardson,Dawn Henderson,Ford,F-150,2011,14537,0.1233496097967856,1793.13
06-02-2023,Sarah Ingram,Kathleen Moore,Chevrolet,Silverado,2017,30959,0.1102377696218,3412.85
07-01-2023,Mackenzie Smith,Derrick Roberts,Toyota,Corolla,2019,36429,0.079466454,2894.88
28-12-2022,Kathy Bell,Angel Smith,Nissan,Altima,2022,13063,0.0510472183132009,666.83
13-09-2022,Andrea Sosa,Kim Miller,Chevrolet,Silverado,2015,18499,0.052988813,980.24
03-05-2022,Meghan Taylor,Scott Lawrence,Chevrolet,Silverado,2019,48821,0.072188863,3524.33
14-06-2022,Lindsay Stone,Frank Wise,Ford,F-150,2021,17211,0.1197160477129368,2060.43
15-06-2022,Jeremiah Hayes,Heather Wilson,Nissan,Altima,2011,15180,0.143799829405169,2182.88
15-01-2023,Adam Sloan,Brian Mckinney,Nissan,Altima,2022,47543,0.1134233967409019,5392.49
28-04-2023,Kyle Gonzales,Erika Smith,Nissan,Altima,2016,17556,0.085975601,1509.39
23-07-2022,Leslie Giles MD,Jason Guerrero,Toyota,Corolla,2013,49747,0.074279954,3695.2
13-10-2022,Michelle Davidson,Stacy Cummings,Toyota,Corolla,2010,22075,0.097766962,2158.21
21-06-2022,Jacqueline Moon,Allison Roberts,Ford,F-150,2018,26913,0.1282854759647983,3452.55
23-12-2022,Martin Zamora MD,Shane Perez,Nissan,Altima,2016,46608,0.1430657683149639,6668.01
25-03-2023,Adrian Tucker,Kimberly Tyler,Chevrolet,Silverado,2022,46766,0.1412029625228808,6603.5
24-09-2022,Jennifer Moore,Nathan Blair,Ford,F-150,2016,39918,0.1407463451941034,5618.31
24-09-2022,Amy Taylor,Michael Rivera,Honda,Civic,2012,10263,0.074332876,762.88
11-01-2023,Eric Pierce,Stephanie Martinez,Toyota,Corolla,2011,25115,0.1304953967714448,3277.39
15-09-2022,Kimberly Le,Mario Rivera,Honda,Civic,2020,17046,0.082370446,1404.09
24-04-2023,Randy Bennett,Amy Lee,Toyota,Corolla,2019,19707,0.1279499910782764,2521.51
23-09-2022,Brenda Rogers,Jacqueline Meyers,Ford,F-150,2013,41725,0.089146355,3719.63
11-04-2023,Benjamin Baldwin,Jeremy Smith,Ford,F-150,2013,11462,0.068123869,780.84
09-05-2022,Dr. Amanda Sims MD,Morgan Hoffman,Ford,F-150,2013,13122,0.1309385985802425,1718.18
21-04-2023,Steven Cruz,Melissa Johnson,Toyota,Corolla,2017,28945,0.1027239585251789,2973.34
26-08-2022,David Hughes,Kristopher Thomas,Toyota,Corolla,2021,23372,0.1308831234808896,3059.0
02-10-2022,Jaime Lane,Gabriel Martin,Honda,Civic,2014,29369,0.1489871772384644,4375.6
06-05-2022,Ashley Duncan,Robert Foster,Nissan,Altima,2015,35657,0.1192121803668438,4250.75
19-09-2022,Tara Kirby,Tyler Huang,Chevrolet,Silverado,2021,23257,0.1151648771112332,2678.39
01-10-2022,Andre Newton,Holly Roberts,Honda,Civic,2017,45019,0.069180961,3114.46
21-04-2023,Nancy Middleton,David Sanchez,Ford,F-150,2017,27591,0.118714412579989,3275.45
15-06-2022,Gregory Reed,Leslie Sweeney,Toyota,Corolla,2022,25171,0.1427560140662555,3593.31
25-05-2022,Jason Hardy,Katherine Holmes,Nissan,Altima,2014,36791,0.1485763697560574,5466.27
